-1.582977995297425888e+00,9.662141511492747803e-01
-1.279675506557842013e+00,7.698630357936138147e-01
-1.999885625182655113e+00,3.593190781944089894e-04
-1.697667427368160231e+00,8.133025202658843433e-01
-1.853244109182886845e+00,4.448862350367828178e-01
-1.907661405231202201e+00,2.860387063779302741e-01
-1.813739788622329208e+00,5.523275271250852603e-01
-1.654439272956952145e+00,8.845885523454861676e-01
-1.603232525769330064e+00,9.478693757128499042e-01
-1.461183265996643055e+00,9.925737516365070734e-01
-1.580805485596705307e+00,9.679507489980837542e-01
-1.314780499603240393e+00,8.354285670633269101e-01
-1.795547750268482456e+00,5.990432330954865714e-01
-1.121882563609054584e+00,3.736170111812786021e-01
-1.972612406802073837e+00,8.593454110720072370e-02
-1.329532489821597885e+00,8.599934562565187957e-01
-1.582695197632872919e+00,9.664427555766607059e-01
-1.441310171554248232e+00,9.830501940093125945e-01
-1.859613061404766121e+00,4.268788875939332761e-01
-1.801898510915121321e+00,5.829495673115249188e-01
-1.199255431324463217e+00,5.858912488544808506e-01
-1.031738424280602473e+00,9.954406577214759688e-02
-1.686575821840757161e+00,8.330791433167270554e-01
-1.307677384330685921e+00,8.229572323396675548e-01
-1.123610847703961690e+00,3.786478514509084015e-01
-1.105393336496152568e+00,3.250862511562025436e-01
-1.914955788630221978e+00,2.640070187681998748e-01
-1.960945216767117749e+00,1.223866145425433066e-01
-1.830169580435430987e+00,5.085827809366516572e-01
-1.121857496570586754e+00,3.735439624638415834e-01
-1.901653166166950015e+00,3.040734659508064208e-01
-1.578892374994947723e+00,9.694426632488618578e-01
-1.042110469849498067e+00,1.319083857322395914e-01
-1.466834715026982927e+00,9.945769414731160385e-01
-1.308122886049526645e+00,8.237515349181933066e-01
-1.684484368993937053e+00,8.366956278447218454e-01
-1.313499072318416339e+00,8.332092701240986221e-01
-1.165374328102627199e+00,4.964798244637622648e-01
-1.981711722655808305e+00,5.742271353070372425e-02
-1.249855685055032417e+00,7.067861213204564841e-01
-1.011138911093505399e+00,3.498677958688385659e-02
-1.251834345620160605e+00,7.111699087697886945e-01
-1.719556007935594710e+00,7.714015988233429155e-01
-1.210720671548511485e+00,6.146944368056665997e-01
-1.896773993422357973e+00,3.186397255140036022e-01
-1.552106473824094834e+00,9.866314873032482335e-01
-1.091404496906904331e+00,2.832255351947013389e-01
-1.706385851626320616e+00,7.970629892396291494e-01
-1.712224661413651372e+00,7.858521543222669603e-01
-1.869971427881722326e+00,3.972302684858540212e-01
-1.980633042129702925e+00,6.080556052468846784e-02
-1.321164467060109038e+00,8.462824763767096137e-01
-1.788371883999940959e+00,6.169405645288185136e-01
-1.734453340627773787e+00,7.407858226266749169e-01
-1.508426840719661710e+00,9.996495920465867657e-01
-1.946637454882919727e+00,1.668592323738916638e-01
-1.425882394507986817e+00,9.730133229193327349e-01
-1.853271425094189961e+00,4.448093781749206665e-01
-1.410694463096715756e+00,9.609000802639346972e-01
-1.300241639979068831e+00,8.094629692147859990e-01
-1.897665571172174159e+00,3.159835031898540203e-01
-1.585944012180431795e+00,9.637706090192685870e-01
-1.305599842272255007e+00,8.192318385225348942e-01
-1.585820730473097351e+00,9.638738424621596801e-01
-1.950046541053912730e+00,1.562900504605993501e-01
-1.464103594084488424e+00,9.936479870559807859e-01
-1.336205354780211074e+00,8.705014522029949076e-01
-1.485110887941691438e+00,9.989062245765975012e-01
-1.055405244009186561e+00,1.731831147206984445e-01
-1.413444959498006970e+00,9.632568134331709331e-01
-1.096598084712116616e+00,2.988351879737427552e-01
-1.862525295853762586e+00,4.185875667419319823e-01
-1.860723652749241452e+00,4.237211391556388040e-01
-1.192608711290476187e+00,5.688427711823256239e-01
-1.602323163014466534e+00,9.487758669383868915e-01
-1.834645802883067223e+00,4.964249251850296751e-01
-1.072491419603966101e+00,2.257750068629244544e-01
-1.652234140254493333e+00,8.877981538966313035e-01
-1.249187896863844571e+00,7.053004422404764995e-01
-1.274002014649548542e+00,7.583660408649052220e-01
-1.116693908794190282e+00,3.584478474697470607e-01
-1.376327792944391115e+00,9.254678096950667010e-01
-1.249057565972662820e+00,7.050101229668894742e-01
-1.651101658022157359e+00,8.894299476812447258e-01
-1.730072108234973927e+00,7.499612402988029558e-01
-1.104113781803933048e+00,3.212821353426002502e-01
-1.571908810128705092e+00,9.745910822034502541e-01
-1.035159952851614440e+00,1.102337692585414614e-01
-1.336558502181552033e+00,8.710469474320986505e-01
-1.378304279790878217e+00,9.278022057996605509e-01
-1.885254027046624703e+00,3.527282006530984559e-01
-1.050510741292928873e+00,1.580190495162156761e-01
-1.550087866520059476e+00,9.876451206684320194e-01
-1.421610385612868122e+00,9.698289260318179172e-01
-1.591863197238718719e+00,9.586441956548159560e-01
-1.762973019756972182e+00,6.777087671971893101e-01
-1.096620479437746098e+00,2.989023274445373191e-01
-1.426320513327714146e+00,9.733300018893293881e-01
-1.997129672968841030e+00,9.017276108991324063e-03
-1.382855086379276122e+00,9.330409405018341706e-01
1.326644901772096041e+00,-8.553288373219352092e-01
1.527058102257609296e+00,-9.963892045552098509e-01
1.885942099310774500e+00,-3.507046731713271415e-01
1.357269760002499659e+00,-9.011417758034916403e-01
1.908535150919799195e+00,-2.834073684794385373e-01
1.623360115791802727e+00,-9.258387901695621647e-01
1.015821242846556283e+00,-4.968343742896339649e-02
1.929437233743761304e+00,-2.198683031626824658e-01
1.690896917516923947e+00,-8.254934828349183018e-01
1.997322850451480392e+00,-8.410414199166122567e-03
1.172340508345328658e+00,-5.153565685523564532e-01
1.137135749628877868e+00,-4.176202515415518568e-01
1.932595463037163563e+00,-2.101785622966978739e-01
1.696818161489900056e+00,-8.148520032214721098e-01
1.066000172722062489e+00,-2.058631397697331666e-01
1.755463052602466378e+00,-6.948673860154255255e-01
1.753876188461246377e+00,-6.984438407075235222e-01
1.923024535546483449e+00,-2.394754589226267272e-01
1.711524758628471865e+00,-7.872100289865480161e-01
1.124270961972164695e+00,-3.805664317800535601e-01
1.019880133839795588e+00,-6.241468751401950399e-02
1.026210986877719389e+00,-8.225121848240503353e-02
1.028306488020794607e+00,-8.881029339855672777e-02
1.246211067603046008e+00,-6.986399946711386866e-01
1.860027948682887899e+00,-4.256998430532552558e-01
1.538831064341652954e+00,-9.925682741916515006e-01
1.552821978685765991e+00,-9.862626733118063926e-01
1.842030892359605598e+00,-4.761528627133772007e-01
1.124173315119911143e+00,-3.802827303338219278e-01
1.279183679011139496e+00,-7.688760063404473932e-01
1.585759271458287767e+00,-9.639252529111114187e-01
1.969595748319674655e+00,-9.537259491600372230e-02
1.561030219255709950e+00,-9.816756418981172905e-01
1.018647289372943021e+00,-5.854868528473185230e-02
1.800632672680616331e+00,-5.861760902600977596e-01
1.232974273841020540e+00,-6.682918995944154839e-01
1.807105195618779137e+00,-5.695817461392687076e-01
1.387860644064171645e+00,-9.385828831673769246e-01
1.863541854559428668e+00,-4.156850726334059831e-01
1.747121642737184732e+00,-7.134718866929200543e-01
1.556240233990418886e+00,-9.844319612012807363e-01
1.136455225660685020e+00,-4.156767299125485593e-01
1.059917689512211769e+00,-1.871273025694220604e-01
1.121343455740737349e+00,-3.720454682426204696e-01
1.044551878544761614e+00,-1.395073225422104324e-01
1.107494129106092906e+00,-3.313204863082734875e-01
1.225709338607854804e+00,-6.511409632723441643e-01
1.712988980382676552e+00,-7.843649666477503501e-01
1.559716982054142331e+00,-9.824534682393892826e-01
1.012555980159115965e+00,-3.943554642067871596e-02
1.071974279689486664e+00,-2.241920157772071542e-01
1.967276330000272022e+00,-1.026234511444579223e-01
1.568100461919942124e+00,-9.772011632414410176e-01
1.203293234660990585e+00,-5.961237363517066790e-01
1.252325744570323529e+00,-7.122543660915580110e-01
1.743825854075093051e+00,-7.206884117124912059e-01
1.195429481109318903e+00,-5.761086206630858797e-01
1.581358927273257775e+00,-9.675126317961422195e-01
1.970019989088312329e+00,-9.404579425785397628e-02
1.846828801490035143e+00,-4.628445769920436215e-01
1.239847759147586270e+00,-6.841983774475284275e-01
1.493769714268729842e+00,-9.998084545615822938e-01
1.619955718381379750e+00,-9.298276884675104048e-01
1.828980899550178840e+00,-5.117945525190903400e-01
1.156791394646084381e+00,-4.728960624958983283e-01
1.018576202177409407e+00,-5.832573992062644458e-02
1.070022143719222329e+00,-2.182111320265876786e-01
1.486345110937031810e+00,-9.990800176398541010e-01
1.606329461653330348e+00,-9.447242286929670163e-01
1.568851437086481226e+00,-9.766975369689531172e-01
1.317362409322160754e+00,-8.398590029737631468e-01
1.988616154412448989e+00,-3.575578246273053429e-02
1.579745219245797028e+00,-9.687819065366918281e-01
1.380141172623550405e+00,-9.299396602108708221e-01
1.550948219117896709e+00,-9.872179534599521133e-01
1.745334430906502199e+00,-7.173947437709058406e-01
1.669232893453184596e+00,-8.619662836939104844e-01
1.264919557662809391e+00,-7.394609896210472266e-01
1.066334834428441569e+00,-2.068918770315459066e-01
1.370084197914106294e+00,-9.178596453678991018e-01
1.629717507021564593e+00,-9.181067241805476176e-01
1.210174009914839477e+00,-6.133389147227281679e-01
1.752755553738813976e+00,-7.009590609372242653e-01
1.066536481354114940e+00,-2.075116216142373904e-01
1.260315098578540960e+00,-7.296459111136076592e-01
1.804754563743345308e+00,-5.756359241777277980e-01
1.193434282623327736e+00,-5.709739595104197374e-01
1.639460880879940241e+00,-9.055468935943221664e-01
1.524670309123733691e+00,-9.969980633348969334e-01
1.924807970399350587e+00,-2.340319314815386686e-01
1.263296770487110976e+00,-7.360193325203776560e-01
1.065961090684023782e+00,-2.057429882216950390e-01
1.735065963288669355e+00,-7.394916108609899119e-01
1.772178029543246769e+00,-6.561638030704566305e-01
1.907815852503524034e+00,-2.855737353396374800e-01
1.931972069196837172e+00,-2.120928616531430333e-01
1.013951572975597015e+00,-4.381612695287767645e-02
1.234362086121420621e+00,-6.715288937989650764e-01
1.616778357001657618e+00,-9.334546228982437688e-01
1.949016320687616322e+00,-1.594859859397433355e-01
