-1.086515421705266160e+00,5.136631055910351185e-01,1.254841982756044749e-01
-1.151740677745402897e+00,-1.670225732914713546e-01,-5.906134471581265394e-02
-1.325486723945459522e+00,2.736659213152708436e-01,1.258160977766160926e-01
-1.107650912301784585e+00,5.517579263180752980e-01,1.820298407185229617e-01
-1.035266296705422473e+00,1.008890206181676519e-01,-1.625876486263808651e-01
-1.291347893176851169e+00,4.623591266072196726e-01,2.405207624678245837e-01
-1.054313487706052044e+00,-1.019572721505865448e-01,-1.504091231513072224e-01
-1.155548114737123377e+00,3.585293779278915238e-01,4.473950941545817850e-02
-1.124147928046779210e+00,-5.452658687196196979e-02,-1.064514394249655022e-01
-9.175774820405709908e-01,1.334915881907255096e-02,-2.160999443549943000e-01
-8.381116204374774448e-01,-3.480463436453323234e-01,-8.573549192445423239e-02
-9.289365690909275886e-01,2.851080194345708696e-01,-1.335200978993058285e-01
-1.096693721141666300e+00,2.848756643388628551e-01,-4.963145750721670302e-02
-1.132337782518337388e+00,-3.886130148106752003e-02,-1.013305672142559150e-01
-9.249964106060144520e-01,-8.471364896267580269e-02,-2.082152520372040350e-01
-1.056109421859908082e+00,-2.187223343596212677e-01,-1.117829296322868371e-01
-1.119530128120174162e+00,-2.173030878265794219e-01,-6.587807046973774561e-02
-1.001791044755312665e+00,-2.122666644019733928e-01,-1.458700399021125582e-01
-9.668486140913915561e-01,-3.533245554964282720e-01,-8.048553791680564118e-02
-8.950591084231773742e-01,5.248755344973383696e-01,5.829641214317005105e-02
-1.125529691936395515e+00,-6.066372816591962536e-02,-1.046395683076992156e-01
-7.606507749525814877e-01,-2.362721980937797506e-01,-1.057288037188394286e-01
-1.090084788255099912e+00,1.606682278915496850e-02,-1.354729854286526314e-01
-7.029790701547865561e-01,6.037277721441465517e-02,-1.001114721076195868e-01
-9.127142991512918746e-01,3.799759711018897007e-02,-2.152608383321986674e-01
-1.049815651025497454e+00,9.492218970419079305e-02,-1.547149439495331957e-01
-1.049404521595262985e+00,-3.612959773941246677e-01,-3.345449137961931108e-02
-9.170389527027551502e-01,-6.605815675390606934e-02,-2.119677642616821511e-01
-8.683222808666692938e-01,2.653098506947148549e-01,-1.442881111584753406e-01
-8.748221360873624786e-01,9.031064186787833570e-02,-2.075055456079357707e-01
-8.228176863003724417e-01,-2.385615755690738415e-01,-1.439333740840128273e-01
-1.042156693024850700e+00,1.622026512342047977e-01,-1.422544384520667837e-01
-1.010687454148614384e+00,1.544830021382389562e-01,-1.626228485528071754e-01
-7.850654445893026079e-01,3.578526331527674964e-01,-5.178115968665239488e-02
-1.197494405745165302e+00,6.911396282693240689e-01,4.290019817267856639e-01
-1.071342246513311780e+00,-4.566688825650736527e-01,5.929311641580808923e-02
-8.760910028827632035e-01,5.060816495136898074e-02,-2.132643325457994898e-01
-1.285982438526566796e+00,9.981253424305533417e-02,3.270017539513311866e-02
-8.829067031123816189e-01,-9.683021085886166224e-02,-2.071741147757831247e-01
-8.922353454122804450e-01,7.276234413651448685e-02,-2.118259087254169282e-01
-1.028391478383663404e+00,-7.030633186034686288e-02,-1.718662746362106530e-01
-9.420099399244655780e-01,5.899589189721898830e-02,-2.088309073772599556e-01
-9.831696359059435286e-01,6.270787749745258821e-02,-1.952955106697925047e-01
-9.466044172724018546e-01,-2.120820365449251343e-01,-1.662577548127732729e-01
-8.402668538948798727e-01,3.852326837895392320e-02,-2.061236288516295478e-01
-9.738149283233791254e-01,3.791311227988971577e-01,-5.912154229184415910e-02
-1.090330120492185362e+00,-1.186755213867373426e-01,-1.214652133843526494e-01
-9.890624626426605115e-01,1.339206735064382148e-01,-1.788163988962166995e-01
-9.938344733788170293e-01,-1.087360796625198023e-01,-1.828189357604408649e-01
-9.012833630444189170e-01,-1.960614818102710821e-01,-1.787752022587076883e-01
-8.268284596633712624e-01,-1.413944671645911977e-01,-1.825701310438381242e-01
-9.160553202104746440e-01,1.275952604899708853e-01,-2.001443560693765555e-01
-9.760457065940678634e-01,-3.462415269640623516e-01,-8.214588082849684503e-02
-1.134873632552016343e+00,2.341845121395326745e-01,-4.594373881819123484e-02
-9.953876065735601797e-01,-8.418568342586556230e-02,-1.868494009364896069e-01
-9.554297313464531483e-01,-4.342178226606586144e-01,-2.034599802410858027e-02
-1.121553910060046677e+00,2.675794912771760070e-01,-3.989329623429770100e-02
-1.185584899784920543e+00,1.108523717191368108e-01,-4.638910560274935035e-02
-1.228504717772890942e+00,-1.223659445008719662e-02,-2.267449029460575152e-02
-9.421727313588084129e-01,3.546234166470861870e-01,-8.651730506381297148e-02
-1.109624407486011322e+00,-7.784564962732461353e-03,-1.208152817249164707e-01
-7.218098027636115077e-01,4.027969922448094153e-01,3.738785905608951743e-02
-8.251800062815833892e-01,-5.875454542937957880e-01,1.433412095725946633e-01
-9.521979274463636678e-01,5.147083615239024246e-01,5.513232564330444729e-02
-8.779045342917938255e-01,-3.792418507207648837e-01,-7.221960251258155439e-02
-1.085407274242209841e+00,-5.721202295326500292e-02,-1.359048509389343962e-01
-9.221422406595513044e-01,-3.889785363127998830e-01,-6.446183778702979650e-02
-1.088180561446955297e+00,2.507075440924860787e-01,-7.428560033322703648e-02
-1.161834311318992174e+00,1.646206921139404533e-01,-5.147598107884310270e-02
-9.934143895005498326e-01,2.535707227646318285e-01,-1.305336342256004090e-01
-1.014389039284620209e+00,-5.899854217653191513e-02,-1.810742304612536213e-01
-8.938757681540270283e-01,2.747659283529211294e-01,-1.416743882802962151e-01
