-7.521429699999999663e-01,-1.118446100000000110e+00,3.279351999999999823e-01,-1.297857500000000108e+00,-1.222428199999999965e+00,-2.501821000000000184e-01,1.029572399999999943e+00,-2.458600300000000072e-01,-2.522070999999999952e+00
-7.712632400000000166e-01,-1.117020600000000030e+00,3.296647999999999801e-01,-1.297686499999999965e+00,-1.222429299999999941e+00,-2.491333000000000020e-01,1.029509000000000007e+00,-2.458323099999999983e-01,-2.522417799999999932e+00
-7.828916299999999495e-01,-1.116681299999999988e+00,3.327714999999999979e-01,-1.301821700000000082e+00,-1.222427799999999953e+00,-2.494310700000000047e-01,1.029447699999999966e+00,-2.458179400000000125e-01,-2.522673100000000002e+00
-7.809353500000000281e-01,-1.116764199999999985e+00,3.336998999999999937e-01,-1.301852000000000009e+00,-1.222430099999999964e+00,-2.486363500000000060e-01,1.032844899999999955e+00,-2.469548000000000021e-01,-2.521638999999999964e+00
-7.492280599999999735e-01,-1.116170499999999954e+00,3.350135399999999986e-01,-1.302081599999999950e+00,-1.222429599999999894e+00,-2.479141800000000118e-01,1.030492900000000045e+00,-2.461615400000000120e-01,-2.522537699999999994e+00
-7.384498999999999924e-01,-1.113986399999999932e+00,3.362563000000000080e-01,-1.305154799999999948e+00,-1.222432100000000021e+00,-2.483209799999999967e-01,1.030107399999999895e+00,-2.460348900000000061e-01,-2.522843799999999970e+00
-7.309096999999999955e-01,-1.111827600000000027e+00,3.349053000000000169e-01,-1.303790199999999899e+00,-1.222431499999999893e+00,-2.477847200000000139e-01,1.029851300000000025e+00,-2.459808699999999904e-01,-2.522807799999999823e+00
-7.271296400000000215e-01,-1.109485899999999914e+00,3.359881000000000117e-01,-1.305633299999999997e+00,-1.222431400000000057e+00,-2.482944400000000051e-01,1.029635800000000101e+00,-2.458877399999999935e-01,-2.522676699999999883e+00
-7.237128600000000134e-01,-1.108283600000000035e+00,3.353997799999999807e-01,-1.304560200000000059e+00,-1.222428300000000023e+00,-2.479129700000000103e-01,1.029509000000000007e+00,-2.458323099999999983e-01,-2.522630200000000045e+00
-7.177536500000000208e-01,-1.108587900000000070e+00,3.344307200000000146e-01,-1.304337400000000091e+00,-1.222428800000000093e+00,-2.477212400000000092e-01,1.029386300000000087e+00,-2.458035799999999937e-01,-2.522638800000000181e+00
-7.048765999999999643e-01,-1.109985699999999964e+00,3.362412499999999915e-01,-1.305819999999999981e+00,-1.222433799999999904e+00,-2.480017399999999983e-01,1.029317899999999897e+00,-2.457797999999999927e-01,-2.522214200000000073e+00
-6.825343000000000382e-01,-1.111361599999999950e+00,3.355655699999999797e-01,-1.303239800000000059e+00,-1.222430499999999975e+00,-2.475125499999999978e-01,1.029273600000000011e+00,-2.457750999999999963e-01,-2.521926399999999902e+00
-6.545830000000000259e-01,-1.112600000000000033e+00,3.365574800000000200e-01,-1.306216499999999892e+00,-1.222429900000000069e+00,-2.480665999999999982e-01,1.029221799999999964e+00,-2.457464199999999932e-01,-2.522142600000000012e+00
-6.307109600000000427e-01,-1.113656900000000061e+00,3.353519699999999992e-01,-1.305558800000000019e+00,-1.222430200000000022e+00,-2.475905399999999978e-01,1.029207800000000006e+00,-2.457560900000000104e-01,-2.522214200000000073e+00
-6.200993700000000386e-01,-1.114285200000000087e+00,3.359091300000000002e-01,-1.305675099999999977e+00,-1.222429900000000069e+00,-2.478844500000000062e-01,1.029210699999999923e+00,-2.457294299999999987e-01,-2.522310500000000122e+00
-6.148578000000000099e-01,-1.114598399999999989e+00,3.362902700000000022e-01,-1.306617700000000104e+00,-1.222432699999999928e+00,-2.479104000000000030e-01,1.029169800000000023e+00,-2.457395300000000116e-01,-2.521621199999999785e+00
-6.074481600000000148e-01,-1.115022799999999981e+00,3.330164600000000141e-01,-1.234402100000000058e+00,-1.190867499999999968e+00,-3.074368000000000101e-01,1.029199500000000045e+00,-2.457409200000000016e-01,-2.520153300000000041e+00
-6.037373000000000323e-01,-1.115889799999999932e+00,3.245589400000000180e-01,-9.830486000000000502e-01,-1.076152199999999892e+00,-3.482398400000000227e-01,1.029235600000000028e+00,-2.457348400000000099e-01,-2.520239000000000118e+00
-6.032344699999999671e-01,-1.115034300000000034e+00,3.160310000000000064e-01,-6.369133599999999840e-01,-9.152267600000000281e-01,-3.762607600000000274e-01,1.029211400000000110e+00,-2.457481300000000091e-01,-2.520636600000000005e+00
-5.983050500000000049e-01,-1.109613399999999972e+00,3.041780599999999724e-01,9.185751999999999806e-02,-5.674627399999999655e-01,-3.770512599999999992e-01,1.029248500000000011e+00,-2.457429899999999945e-01,-2.522542699999999805e+00
-5.997664999999999802e-01,-1.109079499999999996e+00,2.994016700000000086e-01,4.753536600000000112e-01,-3.773777799999999960e-01,-3.842985600000000113e-01,1.029256600000000077e+00,-2.457358199999999937e-01,-2.523255600000000154e+00
-6.037172699999999725e-01,-1.108268100000000089e+00,2.965867799999999943e-01,8.747420299999999482e-01,-1.744460899999999981e-01,-4.046426000000000189e-01,1.029673899999999920e+00,-2.457477000000000134e-01,-2.523037200000000091e+00
-6.035686999999999580e-01,-1.107398300000000058e+00,2.961281800000000186e-01,1.174400899999999970e+00,-1.127972399999999965e-02,-3.678238999999999814e-01,1.011353100000000005e+00,-2.457472800000000124e-01,-2.522864000000000217e+00
-6.025639000000000411e-01,-1.105410699999999968e+00,2.905010000000000092e-01,1.346797100000000080e+00,1.055844199999999983e-01,-3.379654999999999743e-01,9.426814000000000027e-01,-2.457447000000000104e-01,-2.522988999999999926e+00
-5.980310399999999582e-01,-1.102991000000000055e+00,2.788531200000000099e-01,1.466556399999999982e+00,2.155700500000000130e-01,-3.736125200000000035e-01,8.416793299999999478e-01,-2.457427699999999993e-01,-2.522904000000000035e+00
-5.927202000000000304e-01,-1.100034100000000015e+00,2.611063000000000134e-01,1.608850700000000078e+00,5.281524699999999850e-01,-3.650043299999999880e-01,4.577051699999999945e-01,-2.460550499999999974e-01,-2.520821999999999896e+00
-5.947257000000000238e-01,-1.099245400000000039e+00,2.588041999999999843e-01,1.652614599999999934e+00,6.455003599999999953e-01,-3.367097399999999796e-01,3.146662700000000257e-01,-2.459694400000000114e-01,-2.519955200000000062e+00
-5.961098700000000417e-01,-1.100171599999999916e+00,2.567070699999999817e-01,1.683907400000000054e+00,7.295558500000000057e-01,-3.162720800000000110e-01,2.121420699999999882e-01,-2.458705300000000038e-01,-2.524218999999999991e+00
-5.949054000000000286e-01,-1.101525800000000110e+00,2.549111000000000016e-01,1.705966400000000105e+00,7.897690499999999725e-01,-3.011445999999999845e-01,1.390995800000000004e-01,-2.458074199999999987e-01,-2.523749399999999810e+00
-6.111901400000000484e-01,-1.104171400000000025e+00,2.529274200000000139e-01,1.733765999999999918e+00,8.638159600000000493e-01,-2.834476200000000112e-01,4.843080400000000091e-02,-2.457193900000000097e-01,-2.521052000000000071e+00
