-1.000000000000000000e+00,-1.000000000000000000e+00,8.082151290716700354e-01
-8.947368421052631637e-01,-1.000000000000000000e+00,7.828087356073740732e-01
-7.894736842105263275e-01,-1.000000000000000000e+00,8.172533904998346976e-01
-6.842105263157894912e-01,-1.000000000000000000e+00,9.193708251428154288e-01
-5.789473684210526550e-01,-1.000000000000000000e+00,1.084414006035486988e+00
-4.736842105263158187e-01,-1.000000000000000000e+00,1.294883708260884614e+00
-3.684210526315789824e-01,-1.000000000000000000e+00,1.523000055283888265e+00
-2.631578947368421462e-01,-1.000000000000000000e+00,1.735423024002675341e+00
-1.578947368421053099e-01,-1.000000000000000000e+00,1.899311931958448829e+00
-5.263157894736847364e-02,-1.000000000000000000e+00,1.988499453116560289e+00
5.263157894736836262e-02,-1.000000000000000000e+00,1.988496320203745560e+00
1.578947368421053099e-01,-1.000000000000000000e+00,1.899310981875693471e+00
2.631578947368420351e-01,-1.000000000000000000e+00,1.735422557837695834e+00
3.684210526315787604e-01,-1.000000000000000000e+00,1.522999818486908019e+00
4.736842105263157077e-01,-1.000000000000000000e+00,1.294883604417040646e+00
5.789473684210526550e-01,-1.000000000000000000e+00,1.084413981713764574e+00
6.842105263157893802e-01,-1.000000000000000000e+00,9.193708448000026401e-01
7.894736842105261054e-01,-1.000000000000000000e+00,8.172534291125718164e-01
8.947368421052630527e-01,-1.000000000000000000e+00,7.828087760990689592e-01
1.000000000000000000e+00,-1.000000000000000000e+00,8.082151610630718963e-01
1.000000000000000000e+00,-1.000000000000000000e+00,8.082151610630718963e-01
1.000000000000000000e+00,-8.947368421052631637e-01,6.087691776835705282e-01
1.000000000000000000e+00,-7.894736842105263275e-01,4.314838591240137688e-01
1.000000000000000000e+00,-6.842105263157894912e-01,2.763592053844015628e-01
1.000000000000000000e+00,-5.789473684210526550e-01,1.433952164647339655e-01
1.000000000000000000e+00,-4.736842105263158187e-01,3.259189236501097708e-02
1.000000000000000000e+00,-3.684210526315789824e-01,-5.605076691476740258e-02
1.000000000000000000e+00,-2.631578947368421462e-01,-1.225327613746012151e-01
1.000000000000000000e+00,-1.578947368421053099e-01,-1.668540910144904188e-01
1.000000000000000000e+00,-5.263157894736847364e-02,-1.890147558344350276e-01
1.000000000000000000e+00,5.263157894736836262e-02,-1.890147558344350276e-01
1.000000000000000000e+00,1.578947368421053099e-01,-1.668540910144904188e-01
1.000000000000000000e+00,2.631578947368420351e-01,-1.225327613746012706e-01
1.000000000000000000e+00,3.684210526315787604e-01,-5.605076691476756912e-02
1.000000000000000000e+00,4.736842105263157077e-01,3.259189236501086606e-02
1.000000000000000000e+00,5.789473684210526550e-01,1.433952164647339655e-01
1.000000000000000000e+00,6.842105263157893802e-01,2.763592053844013963e-01
1.000000000000000000e+00,7.894736842105261054e-01,4.314838591240134358e-01
1.000000000000000000e+00,8.947368421052630527e-01,6.087691776835703061e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.082151610630718963e-01
1.000000000000000000e+00,1.000000000000000000e+00,8.082151610630718963e-01
