,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,x_epi_0,x_epi_1,y_epi_0
0,-0.5623062521598816,1.464149374494472,1.7327444886377685,0.6583895883454726,0.5409950911946367,-0.6683619349795469,0.7069171,0.9027196,1.4261206550307048,0.8679470122939484,1.0
1,-1.691657214289998,1.6090381200461974,-0.15649305830318347,0.026485939537970397,-0.6461283324727091,0.32996330668985957,0.42907414,0.24969614,-1.2088626725569354,0.4184612332297008,1.0
2,-0.9315607620492391,-0.6777969594072139,1.7960309733346929,0.42547303586435625,-1.1712351093376177,0.25132242608516714,0.3946762,0.0,0.49707425541668526,-0.7788721568839102,1.0
3,1.765767233448287,1.0756637927271577,-0.548521908092558,-2.5922502414595106,-0.4556476971883141,-0.9156289224200529,1.5875795,1.0000001,1.5735884519850716,0.722296339020466,1.0
4,1.6260133430649932,1.1346551012226276,1.4251912863432528,-0.9796005173342773,-0.2017061915766389,1.2282326459886659,0.83102083,0.5088111,-0.17175758114633383,1.221119299770146,1.0
5,0.7990017724518512,0.9280444848414784,0.2647513322764587,,,,,,1.2275192543325204,-0.5436117704022104,1.0
6,0.4764106088226929,2.2142796629930412,0.024931014315791738,,,,,,-0.956990201856264,1.089859692592289,1.0
7,0.4006861803551242,-1.1855501412436675,0.6510534318455807,,,,,,0.8255868130230436,0.39222310269007693,1.0
8,-0.9270850304638636,0.5336448117345202,-0.6497147564004534,,,,,,-0.9315607620492391,-0.6777969594072139,0.0
9,-1.835689156394519,0.8321268974584364,0.22097711554550273,,,,,,-1.6399816582781206,2.1770351191631243,1.0
