,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-1.0865154217052662,0.5136631055910351,0.12548419827560447,-2.0,-1.0,0.9455978866423752,0.8439456993728527,1.0000000000000002
1,-1.151740677745403,-0.16702257329147135,-0.059061344715812654,-1.8666666666666667,-1.0,1.009783989960881,0.9702696461899905,0.18151460493763583
2,-1.3254867239454595,0.27366592131527084,0.1258160977766161,-1.7333333333333334,-1.0,1.0793328363303767,1.066087099694414,0.02601011846833581
3,-1.1076509123017846,0.5517579263180753,0.18202984071852296,-1.6,-1.0,1.1236697872745505,1.1199742900935235,0.002725112680004894
4,-1.0352662967054225,0.10088902061816765,-0.16258764862638087,-1.4666666666666668,-1.0,1.1182950344023326,1.1174742960720323,0.00017995584094674535
5,-1.2913478931768512,0.4623591266072197,0.24052076246782458,-1.3333333333333335,-1.0,1.0561226880963426,1.0559765401412733,6.647279747311387e-06
6,-1.054313487706052,-0.10195727215058654,-0.15040912315130722,-1.2,-1.0,0.9534307470634451,0.9533925572759472,1.3269921458588357e-06
7,-1.1555481147371234,0.3585293779278915,0.04473950941545818,-1.0666666666666667,-1.0,0.8475007271569126,0.8474733098992147,7.252315062586985e-07
8,-1.1241479280467792,-0.05452658687196197,-0.1064514394249655,-0.9333333333333333,-1.0,0.7859382129214849,0.7859284481382929,5.835160179797131e-07
9,-0.917577482040571,0.013349158819072551,-0.2160999443549943,-0.8,-1.0,0.81079935644781,0.8108169434126467,8.479538756200118e-07
10,-0.8381116204374774,-0.3480463436453323,-0.08573549192445423,-0.6666666666666667,-1.0,0.9428296039849603,0.9428363115293905,2.743554468288368e-06
11,-0.9289365690909276,0.28510801943457087,-0.13352009789930583,-0.5333333333333334,-1.0,1.1714772618046012,1.1713634434854612,1.0093423678616697e-05
12,-1.0966937211416663,0.28487566433886286,-0.0496314575072167,-0.3999999999999999,-1.0,1.4546488082121198,1.4542653368553147,2.772106521439647e-05
13,-1.1323377825183374,-0.03886130148106752,-0.10133056721425591,-0.2666666666666666,-1.0,1.7289536540147703,1.7281939244130626,5.9391264543849006e-05
14,-0.9249964106060145,-0.0847136489626758,-0.20821525203720403,-0.1333333333333333,-1.0,1.927555284821052,1.9264367825817317,0.00010130031433929608
15,-1.056109421859908,-0.21872233435962127,-0.11178292963228684,0.0,-1.0,1.0,1.9986881182994694,0.00013501319398032626
16,-1.1195301281201742,-0.21730308782657942,-0.06587807046973775,0.1333333333333333,-1.0,1.9275541243888847,1.926300305989571,0.00013754869738736702
17,-1.0017910447553127,-0.2122666644019734,-0.14587003990211256,0.2666666666666666,-1.0,1.7289531980303416,1.7279835433000699,0.00010476763450663604
18,-0.9668486140913916,-0.35332455549642827,-0.08048553791680564,0.3999999999999999,-1.0,1.4546486186136018,1.4540676940232515,5.754799638721325e-05
19,-0.8950591084231774,0.5248755344973384,0.05829641214317005,0.5333333333333332,-1.0,1.1714772081722662,1.1712381397373974,2.1388372643641007e-05
20,-1.1255296919363955,-0.060663728165919625,-0.10463956830769922,0.6666666666666665,-1.0,0.9428296182897468,0.9427870081271976,5.203927459117848e-06
21,-0.7606507749525815,-0.23627219809377975,-0.10572880371883943,0.7999999999999998,-1.0,0.8107993958982218,0.8108042697422206,1.6758854485386353e-06
