,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-0.3764541903724676,-1.278900048355734,-0.5222293249161072,0.7239312744790952,0.09953078708574395,1.0609181092458184,-4.044143483904263e-06,0.9999976346889525
1,0.783710936671589,-0.4046762860538018,-0.11510023884898628,0.7478877374343836,-0.7107537355780968,-0.22899504042211516,-0.002629517891507765,0.0
2,0.9609026617064281,1.8032185912234502,1.4300194392032144,-2.215742433071172,-1.892040382532972,-0.3582179495830265,7.385686768207424e-19,1.0
3,1.3228479928067365,1.2847963386765644,0.3538349749767603,0.5271802929998443,2.2018471983872665,-0.4133731896068411,0.00013376925704251222,0.9999832344840343
4,-0.4761030746780356,1.1455439635183262,-0.0393588871047208,-0.2948401748954546,0.09886584468143539,1.9369839643860975,-3.5085673474577613e-12,1.0
5,-0.9649890640851486,-0.8798437716492655,-0.16300120136977606,,,,,
6,-0.4584648637176787,-0.6819039886392685,0.3105522218199339,,,,,
7,-0.9249942018394768,-1.2607603467665933,0.9286935017765157,,,,,
8,-0.3087442870190169,-0.7119702631638349,0.8248402866724479,,,,,
9,-2.068009249565045,-0.3348087208285615,0.8776499700633518,,,,,
