,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,loss,x_epi_0,x_epi_1,y_epi_0
0,-1.0,-1.0,0.8082151450513766,-2.0,-2.0,3.9455978889087944,0.45438012,1.0,0.35261072350872885,-2.196968,0.051018346,1.0
1,-0.8947368421052632,-1.0,0.7828087558329775,-1.8666666666666667,-2.0,4.00978398952416,0.6850523,1.0,0.20381134417321947,4.440892e-17,-4.718448e-17,1.0
2,-0.7894736842105263,-1.0,0.8172534097868989,-1.7333333333333334,-2.0,4.0793328325168625,0.91572404,1.0,0.19112416903177898,4.440892e-17,-4.718448e-17,1.0
3,-0.6842105263157895,-1.0,0.9193708349615816,-1.6,-2.0,4.123669780834369,1.1529987,1.0,0.1833216099275483,4.440892e-17,-4.718448e-17,1.0
4,-0.5789473684210527,-1.0,1.084413993886785,-1.4666666666666668,-2.0,4.118295027682019,1.3914578,1.0,0.17565167388982242,4.440892e-17,-2.3733902,1.0
5,-0.4736842105263158,-1.0,1.2948836563908752,-1.3333333333333335,-2.0,4.056122684589194,1.604358,1.0,0.15914386643303766,4.440892e-17,-4.718448e-17,1.0
6,-0.368421052631579,-1.0,1.5229999370037697,-1.2,-2.0,3.9534307502969424,1.7036431,1.0,0.15384187036090427,4.440892e-17,-4.718448e-17,1.0
7,-0.26315789473684215,-1.0,1.735422791153194,-1.0666666666666667,-2.0,3.8475007390691545,1.7213495,1.0,0.15829741954803467,4.440892e-17,-4.718448e-17,1.0
8,-0.1578947368421053,-1.0,1.8993114573918617,-0.9333333333333333,-2.0,3.785938232031315,1.6875248,1.0,0.14431794774201182,4.440892e-17,-4.718448e-17,1.0
9,-0.052631578947368474,-1.0,1.9884978882241269,-0.8,-2.0,3.810799376153293,1.7335216,1.0,0.1444511743883292,-0.78977144,-0.018165069,1.0
10,0.05263157894736836,-1.0,1.9884978850912138,-0.6666666666666667,-2.0,3.9428296111302017,1.7848773,1.0,0.14145456618732877,4.440892e-17,-4.718448e-17,1.0
11,0.1578947368421053,-1.0,1.899311456441779,-0.5333333333333334,-2.0,4.171477235015246,1.9071351,1.0,0.13490796577599312,4.440892e-17,-4.718448e-17,1.0
12,0.26315789473684204,-1.0,1.7354227906870294,-0.3999999999999999,-2.0,4.45464871350764,2.043855,1.0,0.12953830262025198,4.440892e-17,-4.718448e-17,1.0
13,0.36842105263157876,-1.0,1.5229999367669733,-0.2666666666666666,-2.0,4.728953426250477,2.2326932,1.0,0.12825925913121966,4.440892e-17,-0.046231795,1.0
14,0.4736842105263157,-1.0,1.2948836562870316,-0.1333333333333333,-2.0,4.927554705184821,2.1741145,1.0,0.12462170856694381,4.440892e-17,-4.718448e-17,1.0
15,0.5789473684210527,-1.0,1.084413993862463,0.0,-2.0,4.0,2.0133488,1.0,0.1118583091431194,4.440892e-17,-4.718448e-17,1.0
16,0.6842105263157894,-1.0,0.9193708349812388,0.1333333333333333,-2.0,4.92755470402439,1.907636,1.0,0.12097061044640012,4.440892e-17,-4.718448e-17,1.0
17,0.7894736842105261,-1.0,0.8172534098255118,0.2666666666666666,-2.0,4.728953425794493,1.8354783,1.0,0.1148289057943556,4.440892e-17,-4.718448e-17,1.0
