,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss,x_epi_0,y_epi_0
0,-1.5829779952974259,0.9662141511492748,-4.0,4.898587196589413e-16,-5.0670276,1.0,0.5489078569412231,0.9027377758358474,1.0
1,-1.279675506557842,0.7698630357936138,-3.959798994974874,0.1259597050677177,-4.963715,1.0,0.4908501946926117,-2.519141325780625,1.0
2,-1.9998856251826551,0.000359319078194409,-3.919597989949749,0.2499129623703082,-4.860419,1.0,0.4351741802692413,-2.3912327444645216,1.0
3,-1.6976674273681602,0.8133025202658843,-3.879396984924623,0.369885285416548,-4.757125,1.0,0.3576910710334778,-3.224928707065932,1.0
4,-1.8532441091828868,0.4448862350367828,-3.8391959798994977,0.483965601142838,-4.653826,1.0,0.3279070842266083,0.0446471656970885,1.0
5,-1.9076614052312022,0.2860387063779303,-3.798994974874372,0.5903366919365288,-4.5505314,1.0,0.31179727435112,-4.801691922947793,1.0
6,-1.8137397886223292,0.5523275271250853,-3.758793969849246,0.6873041426091845,-4.4472365,1.0,0.2939171057939529,-1.8137397886223292,0.0
7,-1.6544392729569521,0.8845885523454862,-3.7185929648241207,0.773323331215339,-4.3439384,1.0,0.28569599270820617,-2.4445410831635805,1.0
8,-1.60323252576933,0.9478693757128499,-3.678391959798995,0.8470240337722996,-4.240643,1.0,0.26715783417224886,-1.6032325257693298,0.0
9,-1.461183265996643,0.9925737516365071,-3.6381909547738696,0.9072322509454811,-4.1373525,1.0,0.2661008578538895,-2.381494049748045,1.0
10,-1.5808054855967053,0.9679507489980838,-3.5979899497487438,0.9529889090158394,-4.0340657,1.0,0.2604229861497879,0.2375602034652147,1.0
11,-1.3147804996032404,0.8354285670633269,-3.557788944723618,0.98356513723637,-3.9307814,1.0,0.2654950475692749,-5.152493664647394,1.0
12,-1.7955477502684825,0.5990432330954866,-3.5175879396984926,0.9984738782203788,-3.8274965,1.0,0.2643837738037109,-2.191058516990665,1.0
13,-1.1218825636090546,0.3736170111812786,-3.477386934673367,0.9974776464163388,-3.7242117,1.0,0.24773478448390962,-2.2853810920402813,1.0
14,-1.9726124068020738,0.08593454110720072,-3.4371859296482414,0.9805923110824042,-3.6209261,1.0,0.2538984587788582,0.03732603318906545,1.0
15,-1.3295324898215979,0.8599934562565188,-3.3969849246231156,0.9480868435005093,-3.517642,1.0,0.24913308084011077,-3.3808175325455867,1.0
16,-1.582695197632873,0.9664427555766607,-3.35678391959799,0.9004790324567514,-3.4143577,1.0,0.2508068174123764,-2.1171088786366927,1.0
17,-1.4413101715542482,0.9830501940093126,-3.3165829145728645,0.8385272362373773,-3.3110723,1.0,0.26123839437961577,-3.196620070393591,1.0
18,-1.8596130614047661,0.4268788875939333,-3.2763819095477387,0.7632183025251686,-3.207776,1.0,0.25194208770990373,-1.8596130614047661,0.0
19,-1.8018985109151213,0.5829495673115249,-3.2361809045226133,0.6757518486236092,-3.1045184,1.0,0.23847981452941894,-0.9613691417051116,1.0
20,-1.1992554313244632,0.5858912488544809,-3.1959798994974875,0.5775211524135879,-3.0013332,1.0,0.23817452788352966,-3.591925421991788,1.0
21,-1.0317384242806025,0.0995440657721476,-3.1557788944723617,0.4700909584360025,-2.898151,1.0,0.09359011337161065,-0.15590476357624655,1.0
22,-1.6865758218407572,0.833079143316727,-3.115577889447236,0.3551725526334265,-2.794967,1.0,0.06336320728063584,-0.5279681925570363,1.0
23,-1.307677384330686,0.8229572323396676,-3.0753768844221105,0.23459650279236882,-2.6917822,1.0,0.06559698686003684,-1.1387004865404429,1.0
24,-1.1236108477039617,0.3786478514509084,-3.035175879396985,0.11028349891127548,-2.5885983,1.0,0.05727635860443115,-0.4351709874926522,1.0
25,-1.1053933364961526,0.32508625115620254,-2.9949748743718594,-0.015786242013636178,-2.4853764,1.0,0.052485497891902926,-2.8600401387399783,1.0
26,-1.914955788630222,0.2640070187681999,-2.9547738693467336,-0.14160451942495228,-2.3821528,1.0,0.05070106983184815,-1.914955788630222,0.0
27,-1.9609452167671177,0.1223866145425433,-2.914572864321608,-0.265167138398679,-2.2790322,1.0,0.06695730149745942,-3.245736267275415,1.0
28,-1.830169580435431,0.5085827809366517,-2.8743718592964824,-0.3845058350320108,-2.1759114,1.0,0.04429082989692688,-2.0643851128756645,1.0
29,-1.1218574965705868,0.3735439624638416,-2.834170854271357,-0.4977196294756828,-2.0727572,1.0,0.04512347340583801,-0.8428428123343275,1.0
30,-1.90165316616695,0.3040734659508064,-2.7939698492462313,-0.603005107179614,-1.9695778,1.0,0.03484040677547455,-2.7128792311689023,1.0
31,-1.5788923749949477,0.9694426632488619,-2.7537688442211055,-0.698685145993307,-1.8663981,1.0,0.04337826918810606,-2.261586324945038,1.0
32,-1.042110469849498,0.1319083857322396,-2.7135678391959797,-0.7832356315188906,-1.7632185,1.0,0.033325223997235295,-2.6548044737000103,1.0
33,-1.466834715026983,0.994576941473116,-2.6733668341708543,-0.8553097351604119,-1.6600375,1.0,0.04561504811048508,-2.8966403440341093,1.0
34,-1.3081228860495266,0.8237515349181933,-2.633165829145729,-0.9137593681374366,-1.556859,1.0,0.030304959714412688,-2.630432240225614,1.0
35,-1.684484368993937,0.8366956278447218,-2.592964824120603,-0.9576534697159294,-1.4536786,1.0,0.03751510433852673,-1.6226130060366515,1.0
36,-1.3134990723184163,0.8332092701240986,-2.5527638190954773,-0.9862928383380029,-1.3504982,1.0,0.03383433818817139,-3.170989577500308,1.0
37,-1.1653743281026272,0.49647982446376226,-2.5125628140703515,-0.9992212694012756,-1.2473186,1.0,0.0363595899939537,-1.1653743281026272,0.0
38,-1.9817117226558083,0.057422713530703724,-2.472361809045226,-0.9962328222710067,-1.1441386,1.0,0.03111229469999671,-1.9817117226558083,0.0
39,-1.2498556850550324,0.7067861213204565,-2.4321608040201004,-0.9773751007667071,-1.0409591,1.0,0.030448135659098624,-0.32564219567606,1.0
40,-1.0111389110935054,0.03498677958688386,-2.391959798994975,-0.9429484948674373,-0.9377792,0.9999999,0.28591009706258774,-1.0111389110935052,0.0
41,-1.2518343456201606,0.7111699087697887,-2.351758793969849,-0.8935013957148741,-0.83459914,0.9999995,0.24561247766017913,-2.9391331936676575,1.0
42,-1.7195560079355947,0.7714015988233429,-2.3115577889447234,-0.8298214601357254,-0.73113847,0.9999982,0.22924915224313736,-2.7241726511365845,1.0
43,-1.2107206715485115,0.6146944368056666,-2.271356783919598,-0.7529230638333768,-0.62755144,0.99999285,0.23328701496124268,-1.2107206715485115,0.0
44,-1.896773993422358,0.3186397255140036,-2.2311557788944723,-0.6640311431104307,-0.5239637,0.99997187,0.24408940687775613,-1.2370300161359633,1.0
45,-1.5521064738240948,0.9866314873032482,-2.190954773869347,-0.5645616825119184,-0.4203768,0.9998888,0.23784372121095657,-2.2895671184105852,1.0
46,-1.0914044969069043,0.28322553519470134,-2.150753768844221,-0.4560991592070158,-0.31703714,0.9995613,0.23595405519008636,-1.0226248769090394,1.0
47,-1.7063858516263206,0.7970629892396291,-2.1105527638190953,-0.34037130340411215,-0.21413639,0.99827254,0.23819912552833558,1.8992141550652009,1.0
48,-1.7122246614136514,0.785852154322267,-2.07035175879397,-0.21922157684769095,-0.11127147,0.993296,0.23614634811878205,-1.611669980240038,1.0
49,-1.8699714278817223,0.397230268485854,-2.030150753768844,-0.09457980779484401,-0.0110197365,0.9786868,0.2282607552409172,-0.8510494076670628,1.0
50,-1.980633042129703,0.06080556052468847,-1.9899497487437188,0.031568549764810244,0.08523269,0.94869566,0.23578222811222077,-1.980633042129703,0.0
51,-1.321164467060109,0.8462824763767096,-1.949748743718593,0.15721404296725106,0.18161283,0.8951589,0.2216871353983879,-2.3345913664817037,1.0
52,-1.788371883999941,0.6169405645288185,-1.9095477386934672,0.28035522921701517,0.27800795,0.79880404,0.2341177272796631,-2.870264137602444,1.0
53,-1.7344533406277738,0.7407858226266749,-1.8693467336683418,0.3990305577323406,0.37440255,0.6393627,0.2220712149143219,-1.7344533406277736,0.0
