,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-1.0,-1.0,0.8082151450417847,-2.0,-2.0,3.945597888907434,2.716578851158295,0.9999998674818381
1,-0.8947368421052632,-1.0,0.782808755820837,-1.8666666666666667,-2.0,4.009783989524422,2.9089349404594755,0.7093727895400338
2,-0.7894736842105263,-1.0,0.8172534097753217,-1.7333333333333334,-2.0,4.079332832519152,3.146231806091593,0.5140189349281339
3,-0.6842105263157895,-1.0,0.9193708349556878,-1.6,-2.0,4.123669780838235,3.3783556468414675,0.35963007908936756
4,-0.5789473684210527,-1.0,1.084413993894077,-1.4666666666666668,-2.0,4.118295027686052,3.564331627548769,0.22849420449448565
5,-0.4736842105263158,-1.0,1.2948836564220105,-1.3333333333333335,-2.0,4.0561226845912985,3.68400096527676,0.12122054165396728
6,-0.368421052631579,-1.0,1.5229999370747678,-1.2,-2.0,3.9534307502950012,3.743488871545059,0.044618130307578996
7,-0.26315789473684215,-1.0,1.735422791292963,-1.0666666666666667,-2.0,3.847500739062004,3.7723844298210754,0.004992993185179475
8,-0.1578947368421053,-1.0,1.8993114576767218,-0.9333333333333333,-2.0,3.785938232019844,3.8131196469842457,0.004886200941312636
9,-0.052631578947368474,-1.0,1.9884978891634584,-0.8,-2.0,3.8107993761414645,3.905667887005483,0.0417543717788982
10,0.05263157894736836,-1.0,1.9884978841518826,-0.6666666666666667,-2.0,3.942829611125913,4.072455846803904,0.10790244872482536
11,0.1578947368421053,-1.0,1.8993114561569184,-0.5333333333333334,-2.0,4.171477235031326,4.308591473917722,0.19141699404734788
12,0.26315789473684204,-1.0,1.7354227905472603,-0.3999999999999999,-2.0,4.454648713564487,4.580956997193234,0.2779006742497394
13,0.36842105263157876,-1.0,1.522999936695975,-0.2666666666666666,-2.0,4.728953426387193,4.836838675615938,0.3527037554709004
14,0.4736842105263157,-1.0,1.2948836562558965,-0.1333333333333333,-2.0,4.92755470553275,5.019518183361542,0.4032579704917129
15,0.5789473684210527,-1.0,1.084413993855171,0.0,-2.0,4.0,5.08578092835854,0.42110314763658446
16,0.6842105263157894,-1.0,0.9193708349871327,0.1333333333333333,-2.0,4.927554703676461,5.01951818230482,0.40325797049587764
17,0.7894736842105261,-1.0,0.8172534098370888,0.2666666666666666,-2.0,4.728953425657776,4.836838674961739,0.35270375547342053
18,0.894736842105263,-1.0,0.7828087558856097,0.3999999999999999,-2.0,4.454648713261195,4.5809569980953615,0.2779006742594532
19,1.0,-1.0,0.8082151450929599,0.5333333333333332,-2.0,4.171477234945533,4.30859147642341,0.19141699406662163
20,1.0,-1.0,0.8082151450929599,0.6666666666666665,-2.0,3.942829611148796,4.07245584902776,0.10790244873276439
21,1.0,-0.8947368421052632,0.6087691617134585,0.7999999999999998,-2.0,3.8107993762045718,3.9056678890463696,0.041754371781654975
22,1.0,-0.7894736842105263,0.43148384315390176,0.9333333333333331,-2.0,3.7859382320810435,3.813119650012764,0.004886200959947465
23,1.0,-0.6842105263157895,0.2763591894142896,1.0666666666666664,-2.0,3.847500739100153,3.772384429089728,0.004992993212143778
24,1.0,-0.5789473684210527,0.14339520049462198,1.2000000000000002,-2.0,3.953430750305357,3.743488835287854,0.044618130355852076
25,1.0,-0.4736842105263158,0.032591876394898994,1.3333333333333335,-2.0,4.0561226845800675,3.6840008012294256,0.12122054181772898
