,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0,loss,x_epi_0,x_epi_1,y_epi_0
0,-1.0865154217052662,0.5136631055910351,0.12548419827560447,-2.0,-1.0,0.9455978866423752,2.5520508,1.0,0.2934062251150608,1.1180950865666843,-0.2032944807526489,0.0
1,-1.151740677745403,-0.16702257329147135,-0.059061344715812654,-1.8666666666666667,-1.0,1.009783989960881,2.2829292,1.0,0.19662591065466403,-1.6196644784490752,0.17152434331326433,1.0
2,-1.3254867239454595,0.27366592131527084,0.1258160977766161,-1.7333333333333334,-1.0,1.0793328363303767,2.123725,1.0,0.1851003700196743,-0.21295249582731576,-0.22023123654043567,1.0
3,-1.1076509123017846,0.5517579263180753,0.18202984071852296,-1.6,-1.0,1.1236697872745505,1.8909225,1.0,0.1795887165814638,0.6747388337542444,0.270936168818003,1.0
4,-1.0352662967054225,0.10088902061816765,-0.16258764862638087,-1.4666666666666668,-1.0,1.1182950344023326,1.5372999,0.9999163,0.17868002949282527,-0.7644698136273944,0.4341460816512932,1.0
5,-1.2913478931768512,0.4623591266072197,0.24052076246782458,-1.3333333333333335,-1.0,1.0561226880963426,1.1831331,0.9934875,0.18038898265361786,0.389370905332409,-0.1432563773376879,1.0
6,-1.054313487706052,-0.10195727215058654,-0.15040912315130722,-1.2,-1.0,0.9534307470634451,1.1189873,0.993955,0.1782105496302247,-1.4119709718385771,0.39119924333047174,1.0
7,-1.1555481147371234,0.3585293779278915,0.04473950941545818,-1.0666666666666667,-1.0,0.8475007271569126,1.0851196,0.9949559,0.17737261540815233,0.057938264346047035,0.16293948789312768,1.0
8,-1.1241479280467792,-0.05452658687196197,-0.1064514394249655,-0.9333333333333333,-1.0,0.7859382129214849,1.0509288,0.9957074,0.17793797950819135,-1.3257937879649084,-0.4469463160372535,1.0
9,-0.917577482040571,0.013349158819072551,-0.2160999443549943,-0.8,-1.0,0.81079935644781,1.0233474,0.9964731,0.17931842939555645,1.0851731511509362,-0.6897016016505705,0.0
10,-0.8381116204374774,-0.3480463436453323,-0.08573549192445423,-0.6666666666666667,-1.0,0.9428296039849603,1.0408959,0.9977348,0.17473897990584372,-2.262731702256913,0.1979968179070332,1.0
11,-0.9289365690909276,0.28510801943457087,-0.13352009789930583,-0.5333333333333334,-1.0,1.1714772618046012,1.0515178,0.999297,0.1741183087080717,-0.24165368389713593,-0.006791614423367055,1.0
12,-1.0966937211416663,0.28487566433886286,-0.0496314575072167,-0.3999999999999999,-1.0,1.4546488082121198,1.0337752,0.9996728,0.1722152329236269,-0.24239537945160544,-0.38504367721028454,1.0
13,-1.1323377825183374,-0.03886130148106752,-0.10133056721425591,-0.2666666666666666,-1.0,1.7289536540147703,1.014502,0.9995396,0.17109127685427666,-1.2757889774462547,-0.4654124696999871,1.0
14,-0.9249964106060145,-0.0847136489626758,-0.20821525203720403,-0.1333333333333333,-1.0,1.927555284821052,0.9952291,0.9993522,0.17464013222884386,-1.4221532402375354,0.002092496068536103,1.0
15,-1.056109421859908,-0.21872233435962127,-0.11178292963228684,0.0,-1.0,1.0,0.97595584,0.99908864,0.17202048468589784,-1.8499193966730356,-0.2935358354734169,1.0
16,-1.1195301281201742,-0.21730308782657942,-0.06587807046973775,0.1333333333333333,-1.0,1.9275541243888847,0.9566827,0.9987178,0.1735916162505746,-2.0191350974505142,0.004154207662873506,1.0
17,-1.0017910447553127,-0.2122666644019734,-0.14587003990211256,0.2666666666666666,-1.0,1.7289531980303416,0.9483069,0.9986634,0.17299328526854515,-2.003058441790891,0.2696275458125932,1.0
