,xtr_0,xtr_1,ytr_0,xte_0,xte_1,yte_0,modelte_0,epi_0
0,-1.0865154217052662,0.5136631055910351,0.12548420888288234,-2.0,-2.0,3.9455978889080496,3.7500826840041555,0.9999999999999998
1,-1.151740677745403,-0.16702257329147135,-0.05906133842703835,-1.8666666666666667,-2.0,4.009783989524304,3.9149852718110196,0.4919179007022711
2,-1.3254867239454595,0.27366592131527084,0.12581609457660953,-1.7333333333333334,-2.0,4.079332832518116,4.035772421600996,0.2271753608071671
3,-1.1076509123017846,0.5517579263180753,0.18202984992333618,-1.6,-2.0,4.123669780836485,4.104402908167685,0.10009012201652781
4,-1.0352662967054225,0.10088902061816765,-0.16258763472626048,-1.4666666666666668,-2.0,4.118295027684226,4.109714954189258,0.04604821145363748
5,-1.2913478931768512,0.4623591266072197,0.24052076074275008,-1.3333333333333335,-2.0,4.056122684590346,4.0519182233838364,0.02644929385246412
6,-1.054313487706052,-0.10195727215058654,-0.1504091104473233,-1.2,-2.0,3.95343075029588,3.9510027077049017,0.01880570486801113
7,-1.1555481147371234,0.3585293779278915,0.04473951545616077,-1.0666666666666667,-2.0,3.8475007390652407,3.845964518666733,0.014801558948698603
8,-1.1241479280467792,-0.05452658687196197,-0.10645143131716221,-0.9333333333333333,-2.0,3.7859382320250368,3.7850190328317694,0.013706111998423238
9,-0.917577482040571,0.013349158819072551,-0.21609992472222175,-0.8,-2.0,3.810799376146819,3.810228918271605,0.015664900141111864
10,-0.8381116204374774,-0.3480463436453323,-0.08573547136502413,-0.6666666666666667,-2.0,3.9428296111278542,3.9420935150119476,0.020034592774822994
11,-0.9289365690909276,0.28510801943457087,-0.13352007863854354,-0.5333333333333334,-2.0,4.171477235024047,4.16985826974269,0.026216196070408527
12,-1.0966937211416663,0.28487566433886286,-0.049631447574082,-0.3999999999999999,-2.0,4.454648713538755,4.4514840772608295,0.033507513653759785
13,-1.1323377825183374,-0.03886130148106752,-0.10133055964939304,-0.2666666666666666,-2.0,4.728953426325307,4.723955172696151,0.0407636680711882
14,-0.9249964106060145,-0.0847136489626758,-0.20821523264172226,-0.1333333333333333,-2.0,4.9275547053752575,4.921014356426895,0.046520821979674574
15,-1.056109421859908,-0.21872233435962127,-0.1117829170431302,0.0,-2.0,4.0,4.992752429563552,0.04939987240339687
16,-1.1195301281201742,-0.21730308782657942,-0.06587806205513565,0.1333333333333333,-2.0,4.9275547038339536,4.920695624896325,0.04860230387436235
17,-1.0017910447553127,-0.2122666644019734,-0.14587002402752855,0.2666666666666666,-2.0,4.728953425719662,4.723430942511186,0.044284238311299295
18,-0.9668486140913916,-0.35332455549642827,-0.08048552022824405,0.3999999999999999,-2.0,4.454648713286927,4.450916669215076,0.03759784301382747
19,-0.8950591084231774,0.5248755344973384,0.05829643235546755,0.5333333333333332,-2.0,4.171477234952812,4.16937098861672,0.03031861485472022
20,-1.1255296919363955,-0.060663728165919625,-0.10463956029161883,0.6666666666666665,-2.0,3.9428296111468546,3.9417142528109252,0.024143117311263312
21,-0.7606507749525815,-0.23627219809377975,-0.10572878602824536,0.7999999999999998,-2.0,3.8107993761992174,3.809901475440711,0.01997580424356434
22,-1.0900847882551,0.01606682278915497,-0.13547297505740682,0.9333333333333331,-2.0,3.7859382320758512,3.7846718966029584,0.017925578971383315
23,-0.7029790701547866,0.060372777214414655,-0.10011145981387988,1.0666666666666664,-2.0,3.8475007390969163,3.8455808453727514,0.018050491168214913
24,-0.9127142991512919,0.03799759711018897,-0.2152608185558944,1.2000000000000002,-2.0,3.953430750304478,3.950620117597282,0.020220738040994897
25,-1.0498156510254975,0.09492218970419079,-0.15471493095938388,1.3333333333333335,-2.0,4.0561226845810205,4.051523228758015,0.02455172499880888
26,-1.049404521595263,-0.36129597739412467,-0.03345447836341789,1.4666666666666668,-2.0,4.118295027666357,4.1090815177885816,0.03901525961216011
27,-0.9170389527027552,-0.06605815675390607,-0.21196774461253912,1.6,-2.0,4.12366978081936,4.103027257719077,0.08690683963408084
28,-0.8683222808666693,0.26530985069471485,-0.14428809056559075,1.7333333333333334,-2.0,4.079332832507975,4.0331310741603374,0.20038936867460452
29,-0.8748221360873625,0.09031064186787834,-0.20750552507435358,1.8666666666666667,-2.0,4.009783989523142,3.911342593142763,0.4297653763060685
30,-0.8228176863003724,-0.23856157556907384,-0.1439333537525254,2.0,-2.0,3.9455978889140764,3.747972721233964,0.8584472947086147
31,-1.0421566930248507,0.1622026512342048,-0.14225442497969962,-2.0,-1.8666666666666667,3.4300423333524943,3.252470139588695,0.9346100818080338
32,-1.0106874541486144,0.15448300213823896,-0.1626228331838144,-1.8666666666666667,-1.8666666666666667,3.4942284339687486,3.410457893842249,0.45138870082568877
33,-0.7850654445893026,0.3578526331527675,-0.05178114060608108,-1.7333333333333334,-1.8666666666666667,3.5637772769625604,3.5266384672140703,0.20312441047581709
34,-1.1974944057451653,0.6911396282693241,0.4290019851122441,-1.6,-1.8666666666666667,3.60811422528093,3.5924418003560277,0.08580497529421846
35,-1.0713422465133118,-0.45666888256507365,0.05929312801980513,-1.4666666666666668,-1.8666666666666667,3.6027394721286714,3.5961637122090906,0.03676952597784666
36,-0.8760910028827632,0.05060816495136898,-0.21326431202636817,-1.3333333333333335,-1.8666666666666667,3.5405671290347906,3.537535780458711,0.019729000125342972
37,-1.2859824385265668,0.09981253424305533,0.032700173922407066,-1.2,-1.8666666666666667,3.4378751947403248,3.436189120868221,0.01367992541669327
38,-0.8829067031123816,-0.09683021085886166,-0.2071740943463869,-1.0666666666666667,-1.8666666666666667,3.3319451835096854,3.330901646404527,0.010597481524180885
39,-0.8922353454122804,0.07276234413651449,-0.21182588845639982,-0.9333333333333333,-1.8666666666666667,3.2703826764694814,3.2697971977759153,0.00974383988060342
40,-1.0283914783836634,-0.07030633186034686,-0.17186626031570768,-0.8,-1.8666666666666667,3.2952438205912635,3.294932426593732,0.011266329953785693
41,-0.9420099399244656,0.05899589189721899,-0.20883088860443536,-0.6666666666666667,-1.8666666666666667,3.427274055572299,3.426833728677593,0.014719535471155063
42,-0.9831696359059435,0.06270787749745259,-0.19529549379131753,-0.5333333333333334,-1.8666666666666667,3.6559216794684914,3.6547598012257367,0.01974049437228822
43,-0.9466044172724019,-0.21208203654492513,-0.16625773622564582,-0.3999999999999999,-1.8666666666666667,3.9390931579831996,3.9366444712504745,0.025796920318962028
44,-0.8402668538948799,0.03852326837895392,-0.20612360827198298,-0.2666666666666666,-1.8666666666666667,4.213397870769752,4.209403743618168,0.031915502633255925
