,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,loss
0,-0.331911981189704,-0.8637841226566749,-4.0,4.898587196589413e-16,-4.7917976,0.99999994,47.79216537475586
1,0.8812979737686324,0.3643301485761699,-3.959798994974874,0.1259597050677177,-4.6743827,0.9147684,47.130518493652346
2,-1.9995425007306205,0.00143727584886023,-3.919597989949749,0.2499129623703082,-4.601551,0.8998831,46.519605255126955
3,-0.7906697094726409,-0.6112432482426622,-3.879396984924623,0.369885285416548,-4.4861827,0.822705,45.986696014404295
4,-1.4129764367315478,0.9628604421568734,-3.8391959798994977,0.483965601142838,-4.3805656,0.827438,45.2943603515625
5,-1.6306456209248088,0.9169472121450983,-3.798994974874372,0.5903366919365289,-4.241945,0.75707185,44.82576187133789
6,-1.2549591544893164,0.7180369923514515,-3.758793969849246,0.6873041426091845,-4.2213182,0.7583289,44.24236389160156
7,-0.617757091827809,-0.9323473000806606,-3.7185929648241207,0.773323331215339,-4.1577296,0.7631507,43.605799713134765
8,-0.41293010307732025,-0.9628211304223994,-3.678391959798995,0.8470240337722996,-3.9273171,0.7977997,43.237562103271486
9,0.15526693601342778,0.46867077922203887,-3.6381909547738696,0.9072322509454811,-3.8649359,0.77602744,42.87198654174804
10,-0.3232219423868208,-0.8497082354161505,-3.5979899497487438,0.9529889090158394,-3.7328405,0.72567534,42.240357360839845
11,0.740878001587038,0.7270776544375019,-3.557788944723618,0.98356513723637,-3.6284919,0.7080323,41.62840698242187
12,-1.1821910010739303,0.5416257614330172,-3.5175879396984926,0.9984738782203788,-3.5221877,0.65391403,41.28843994140625
13,1.5124697455637817,-0.9992327632594289,-3.477386934673367,0.9974776464163388,-3.509428,0.68748176,40.86339859008789
14,-1.8904496272082953,0.33740854581936724,-3.4371859296482414,0.9805923110824042,-3.379906,0.6251307,40.348733825683595
15,0.6818700407136089,0.8411654407218507,-3.3969849246231156,0.9480868435005093,-3.318637,0.5951169,39.83108291625977
16,-0.3307807905314921,-0.8619880770982347,-3.35678391959799,0.9004790324567514,-3.0829093,0.6287492,39.668538360595704
17,0.23475931378300663,0.6724530579526788,-3.3165829145728645,0.8385272362373773,-3.0384057,0.5757415,39.16190414428711
18,-1.438452245619065,0.9813645167112475,-3.2763819095477387,0.7632183025251686,-2.9708145,0.55990094,38.86781936645508
19,-1.2075940436604848,0.6069171883436136,-3.2361809045226133,0.6757518486236092,-2.8384194,0.5431951,38.35764419555664
20,1.2029782747021467,-0.5953290018101758,-3.1959798994974875,0.5775211524135879,-2.7937522,0.51470053,38.15088958740235
21,1.87304630287759,-0.38834670300501145,-3.1557788944723617,0.4700909584360025,-2.6528606,0.4799678,37.79229049682617
22,-0.7463032873630286,-0.7152709423977898,-3.115577889447236,0.3551725526334265,-2.581976,0.47687474,37.37128173828125
23,0.7692904626772563,0.6629822764945195,-3.0753768844221105,0.23459650279236882,-2.5175622,0.44538411,37.14335403442383
24,1.5055566091841532,-0.9998476373821943,-3.035175879396985,0.11028349891127548,-2.4178066,0.34543407,36.80546112060547
25,1.5784266540153893,-0.9698005516348521,-2.9949748743718594,-0.015786242013636178,-2.2425942,0.3813665,36.29641021728516
26,-1.6598231545208884,0.8765741957872941,-2.9547738693467336,-0.14160451942495228,-2.1518252,0.36547294,36.08295043945313
27,-1.8437808670684706,0.4713112131564806,-2.914572864321608,-0.265167138398679,-2.0831645,0.3020708,35.728043212890626
28,-1.3206783217417244,0.8454678600850836,-2.8743718592964824,-0.3845058350320108,-1.9460723,0.3216336,35.46465225219727
29,1.5125700137176525,-0.9992203766931069,-2.834170854271357,-0.4977196294756828,-1.9165792,0.29587048,35.32944885253906
30,-1.6066126646677996,0.9444321496241372,-2.7939698492462313,-0.603005107179614,-1.7989322,0.27985924,34.974759826660154
31,-0.31556949997979133,-0.8367883001418605,-2.7537688442211055,-0.698685145993307,-1.6949936,0.28709656,34.63951614379883
32,1.8315581206020077,-0.5048220188494258,-2.7135678391959797,-0.7832356315188906,-1.595901,0.26659712,34.24789962768555
33,0.1326611398920683,0.40480655067714866,-2.6733668341708543,-0.8553097351604119,-1.4956315,0.26688418,34.18392013549805
34,0.7675084558018934,0.6671629787931398,-2.633165829145729,-0.9137593681374366,-1.4617764,0.27661997,33.90678726196289
35,-0.7379374759757482,-0.7333888919289772,-2.592964824120603,-0.9576534697159294,-1.268852,0.2180973,33.44995986938476
36,0.7460037107263346,0.7159283440465635,-2.5527638190954773,-0.9862928383380029,-1.2349514,0.22230002,33.30030639648437
37,1.3385026875894916,-0.8740308502452239,-2.5125628140703515,-0.9992212694012756,-1.1458458,0.22879559,33.2289468383789
38,-1.9268468906232328,0.22779960264857685,-2.472361809045226,-0.9962328222710067,-1.0280275,0.1907179,33.20171859741211
39,1.0005772597798699,-0.00181351408959282,-2.4321608040201004,-0.9773751007667071,-0.9150873,0.19432935,32.77820404052734
40,1.9554443556259788,-0.13951903754202039,-2.391959798994975,-0.9429484948674373,-0.8503645,0.14507091,32.71656997680664
41,0.9926626175193576,0.023049025581458524,-2.351758793969849,-0.8935013957148741,-0.74860555,0.12204977,32.31353469848633
42,-0.8782240317423793,-0.37330636199039097,-2.3115577889447234,-0.8298214601357254,-0.6492308,0.18043545,32.103336791992184
43,1.157117313805954,-0.4737979960094085,-2.271356783919598,-0.7529230638333768,-0.5757854,0.13503236,31.802484741210936
44,-1.587095973689432,0.9627989966486372,-2.2311557788944723,-0.6640311431104307,-0.4726673,0.12328846,31.644973373413087
45,-0.20842589529637934,-0.6089921040581711,-2.190954773869347,-0.5645616825119184,-0.38886175,0.10991547,31.371021575927735
46,1.6343820123723822,-0.9122004993485274,-2.150753768844221,-0.4560991592070158,-0.280682,0.10806096,31.31449035644531
47,-0.825543406505282,-0.5210422092476861,-2.1105527638190953,-0.34037130340411215,-0.20227627,0.09795166,30.94010536193848
48,-0.848898645654605,-0.45707066464585716,-2.07035175879397,-0.21922157684769095,-0.07656492,0.086364664,30.774027709960937
49,-1.4798857115268893,0.9980041192986524,-2.030150753768844,-0.09457980779484401,0.00437554,0.090615846,30.913966217041015
50,-1.9225321685188117,0.2409769798468252,-1.9899497487437188,0.031568549764810244,0.06624205,0.08355325,30.891515197753908
51,0.7153421317595638,0.7797579217053009,-1.949748743718593,0.15721404296725106,0.1572787,0.07304276,30.64295539855957
52,-1.1534875359997638,0.46372529494142956,-1.9095477386934672,0.28035522921701517,0.30175692,0.06589867,30.226101150512694
53,-0.9378133625110951,-0.19412468634500252,-1.8693467336683418,0.3990305577323406,0.3747977,0.05093907,30.0502490234375
54,-0.03370736287864684,-0.10569700226878563,-1.829145728643216,0.5113496156423267,0.4971089,0.03993137,29.86426239013672
55,-1.7865498195316785,0.621435421396862,-1.7889447236180902,0.6155232409081798,0.57144487,0.05227036,29.730600509643555
56,0.2964704219680523,0.8024497375411508,-1.7487437185929648,0.7098920223913331,0.67780435,0.042591877,29.502412796020508
57,-1.4130857003767594,0.9629530659854454,-1.708542713567839,0.7929527330827791,0.7730309,0.027534522,29.448712310791016
58,0.357222147613137,0.9010769196761267,-1.6683417085427137,0.8633822754312233,0.87130547,0.035581276,29.04755645751953
59,0.7990334400837247,0.5902391491323163,-1.6281407035175879,0.9200587573381745,0.9646754,0.019768655,28.921339874267577
60,-1.5906622846886966,0.9597111306274367,-1.587939698492462,0.9620793630944631,0.99336517,0.024884567,28.9084513092041
61,-0.34377604872172673,-0.8819598378986946,-1.5477386934673367,0.9887747345870026,1.0044535,0.015129469,28.760384140014647
62,0.7776006309109804,0.6432138317008907,-1.507537688442211,0.999719633693478,0.9873319,0.004406959,28.53987953186035
63,-0.3432829218923894,-0.881228602102822,-1.4673366834170856,0.994739716020657,0.99307084,0.011865072,28.360305099487306
64,-1.8001861642156514,0.5873119964786966,-1.4271356783919598,0.9739143080855377,0.9561414,0.009763114,28.16147521972656
65,0.1435856236620463,0.43594454934563714,-1.386934673366834,0.9375751437008247,0.9467948,0.014481321,28.03612045288086
66,0.6551785808791553,0.8835029691138727,-1.3467336683417086,0.8863010796932088,0.9267756,0.011606172,28.030473709106445
67,0.05955644823323425,0.18601235612438766,-1.3065326633165828,0.8209088751292625,0.87494844,0.016888313,27.837272033691406
68,1.7783790239632533,-0.6413395050417953,-1.2663316582914574,0.7424401809292835,0.76779485,0.01580511,27.641766662597657
69,0.3462201620079717,0.885552825653581,-1.2261306532663316,0.6521449471151866,0.6566056,0.019000418,27.439832458496095
70,1.613607661151534,-0.9369812329052766,-1.1859296482412058,0.551461512003107,0.543019,0.013916045,27.45435905456543
71,-1.45010118341505,0.9877380176233285,-1.1457286432160805,0.4419936905055793,0.43303975,0.01811865,27.480273132324218
72,-1.4428946109969658,0.9839505996486573,-1.1055276381909547,0.3254852265102114,0.30818808,0.022386782,27.169100646972655
73,1.2295651548380953,-0.6602865170494742,-1.0653266331658293,0.20379201629015253,0.19038194,0.024228387,27.02787528991699
74,-0.4092926520578657,-0.9596713413576583,-1.0251256281407035,0.07885254540747635,0.09319754,0.016735919,26.99971252441406
75,-1.338583211532269,0.8741537345841542,-0.9849246231155777,-0.04734298997155865,-0.02749255,0.017453112,26.618265914916993
76,1.7100343215841356,-0.7900889214248683,-0.9447236180904524,-0.1727843854740994,-0.14080696,0.018615708,26.558019943237305
77,-0.6089365610179738,-0.9420072028448179,-0.9045226130653266,-0.2954734496346705,-0.2594396,0.008819848,26.53138442993164
78,1.0032484125446222,-0.010205011848867858,-0.8643216080402008,-0.413455833652135,-0.3642913,0.015114732,26.3353849029541
79,0.9039919414018058,0.29706575562794646,-0.8241206030150754,-0.5248521627644684,-0.47436875,0.010036901,26.317507095336914
80,1.5332243648232393,-0.9945576208091197,-0.7839195979899496,-0.627887973340859,-0.596769,0.012872018,26.177347717285155
81,0.49468882822243554,0.999860799636425,-0.7437185929648242,-0.7209219788147161,-0.7137385,0.01526539,26.133111572265626
82,1.0037697361093487,-0.011842698427529079,-0.7035175879396984,-0.802472214201578,-0.8274539,0.01392106,26.199546890258787
83,-0.6044066320886299,-0.9466875357067807,-0.6633165829145726,-0.8712396427384599,-0.9237707,0.020920642,26.136623992919922
